Date,Silver_Close,Open,High,Low,Gold_Close,Open,High,Low,Monthly_Silver_%,Monthly_Gold_%
2015-02-28,16.743894736842105,16.803684210526313,17.04921052631579,16.572894736842105,1225.4842105263158,1230.9052631578945,1238.7894736842106,1219.878947368421,-0.02697031980229503,-0.041991705342154684
2015-03-31,16.215545454545452,16.222181818181813,16.423772727272727,16.049227272727276,1177.8545454545456,1180.418181818182,1188.8045454545454,1171.7136363636362,-0.03155474222697474,-0.03886599652827383
2015-04-30,16.337714285714288,16.351428571428574,16.55619047619048,16.131190476190483,1199.8285714285716,1199.595238095238,1207.9476190476194,1191.2476190476186,0.00753405622470682,0.01865597586631207
2015-05-31,16.8187,16.766750000000002,17.0015,16.5935,1198.1999999999998,1197.9999999999998,1205.1,1190.65,0.02944020845720674,-0.0013573367623949117
2015-06-30,16.028045454545456,16.10022727272727,16.236590909090907,15.908636363636367,1181.159090909091,1182.981818181818,1188.6727272727271,1175.0999999999997,-0.04701044346201211,-0.01422209071182512
2015-07-31,15.018045454545456,15.075454545454544,15.212954545454549,14.845454545454544,1128.3363636363636,1130.0454545454545,1136.6727272727276,1120.8954545454542,-0.06301454552673291,-0.04472109445652395
2015-08-31,14.909809523809523,14.922142857142857,15.131190476190476,14.69714285714286,1118.8190476190473,1117.1619047619051,1126.4285714285713,1109.3952380952378,-0.007207058406070721,-0.008434821675554427
2015-09-30,14.73242857142857,14.753809523809522,14.930476190476192,14.569523809523812,1123.8666666666666,1125.2809523809524,1131.9095238095238,1117.5333333333333,-0.011896929474363271,0.00451155980796103
2015-10-31,15.80090909090909,15.722227272727276,15.931772727272726,15.555409090909093,1159.390909090909,1156.0318181818182,1165.6045454545454,1149.3454545454545,0.07252575597431954,0.03160894746492082
2015-11-30,14.412550000000001,14.493750000000002,14.590900000000001,14.334150000000003,1083.8849999999998,1088.5749999999998,1094.44,1079.975,-0.08786577297048492,-0.06512549693020642
2015-12-31,14.07181818181818,14.054454545454549,14.223318181818183,13.931272727272725,1068.5863636363638,1067.7954545454543,1075.4863636363636,1061.4318181818182,-0.02364132774434924,-0.014114630577631404
2016-01-31,14.086894736842106,14.09842105263158,14.251578947368422,13.934736842105266,1097.2894736842106,1095.7,1104.9263157894736,1089.5368421052633,0.001071400641276421,0.026860823817900004
2016-02-29,15.145750000000001,15.0785,15.291,14.925,1201.605,1192.7450000000001,1210.205,1184.1699999999998,0.0751659810723666,0.09506655155047117
2016-03-31,15.460045454545456,15.413409090909092,15.635454545454541,15.258863636363635,1245.8545454545451,1246.1181818181817,1258.290909090909,1234.6636363636364,0.020751395906142278,0.03682536728337937
2016-04-30,16.339142857142857,16.20404761904762,16.496666666666666,16.066428571428574,1243.8428571428574,1240.3666666666666,1252.1476190476192,1232.895238095238,0.05686253673587571,-0.0016147056002864257
2016-05-31,16.913142857142862,16.992380952380948,17.145476190476185,16.76809523809524,1260.9285714285716,1263.1380952380948,1270.8714285714286,1253.0952380952378,0.03513036179551321,0.01373623218367026
2016-06-30,17.270318181818183,17.135909090909095,17.418181818181818,17.00409090909091,1279.1909090909091,1272.5727272727272,1288.6454545454546,1266.0681818181818,0.021118211304203438,0.014483245186241778
2016-07-31,20.00365,19.985500000000002,20.346249999999998,19.695000000000004,1337.3899999999999,1339.6850000000002,1348.9,1328.1799999999998,0.15826760048111965,0.045496798402399063
2016-08-31,19.536956521739135,19.598260869565216,19.80782608695652,19.368260869565216,1344.4826086956523,1345.5217391304348,1352.6434782608696,1337.3347826086958,-0.023330416112102736,0.005303321167088537
2016-09-30,19.395,19.355714285714285,19.603333333333328,19.121666666666673,1330.6809523809525,1329.6809523809522,1336.9761904761901,1322.2238095238095,-0.007266050962501658,-0.010265403379289162
2016-10-31,17.652047619047618,17.740000000000002,17.908333333333335,17.527619047619044,1266.0476190476188,1269.2857142857144,1275.3571428571431,1261.3095238095239,-0.08986606759228577,-0.04857162283542649
2016-11-30,17.407142857142862,17.44595238095238,17.694523809523808,17.192380952380955,1236.7,1240.1000000000001,1250.8285714285714,1228.8999999999999,-0.013874014346102803,-0.02318050174897479
2016-12-31,16.47047619047619,16.47119047619048,16.660476190476185,16.257380952380952,1153.690476190476,1153.8999999999996,1160.7666666666664,1146.1999999999996,-0.05380932840924657,-0.06712179494584303
2017-01-31,16.927700000000005,16.836750000000002,17.050250000000002,16.68675,1194.715,1191.945,1200.915,1185.2099999999998,0.02776020585174077,0.035559384996388665
2017-02-28,17.926789473684217,17.89657894736842,18.036842105263162,17.768421052631574,1236.2368421052631,1234.1473684210525,1241.3789473684212,1227.242105263158,0.05902098180403792,0.03475460013916565
2017-03-31,17.613826086956525,17.64695652173913,17.778478260869566,17.49065217391304,1231.9260869565219,1231.9391304347828,1238.3304347826088,1225.6521739130433,-0.017457860326139718,-0.0034869978000333646
2017-04-30,18.03257894736842,18.116578947368424,18.207631578947368,17.896315789473682,1271.1368421052632,1271.0578947368422,1276.9789473684211,1264.4263157894736,0.023774099865899734,0.031828821196255186
2017-05-31,16.75059090909091,16.75795454545454,16.916590909090907,16.615681818181816,1245.65,1245.3318181818179,1252.168181818182,1239.7545454545452,-0.07109288372002931,-0.020050431441395178
2017-06-30,16.932045454545456,16.95590909090909,17.092272727272725,16.794318181818177,1262.3363636363638,1263.027272727273,1268.618181818182,1256.027272727273,0.010832725032766888,0.013395707972836401
2017-07-31,16.162249999999997,16.078249999999997,16.308,15.93775,1238.99,1237.76,1244.06,1232.755,-0.04546381927759391,-0.018494566352434627
2017-08-31,16.968260869565214,16.94239130434783,17.11695652173913,16.762826086956522,1289.8826086956524,1287.9434782608694,1295.3695652173913,1281.2434782608696,0.04986996671659072,0.04107588333695378
2017-09-30,17.460299999999997,17.53725,17.632000000000005,17.34225,1318.5449999999998,1321.225,1326.81,1311.8750000000002,0.02899761703436088,0.022220930114974724
2017-10-31,16.961499999999997,16.964318181818182,17.087954545454547,16.81568181818182,1282.4818181818182,1283.2454545454545,1288.4272727272726,1276.4136363636362,-0.02856766493130125,-0.027350740261562256
2017-11-30,17.001190476190477,17.02119047619048,17.158571428571427,16.866428571428568,1283.247619047619,1283.6428571428569,1289.4523809523812,1277.7285714285713,0.002340033380920259,0.0005971241501783187
2017-12-31,16.223599999999998,16.195250000000005,16.340250000000005,16.0885,1268.92,1267.6999999999998,1274.0750000000003,1263.1799999999998,-0.045737413346404465,-0.011165124201245269
2018-01-31,17.168619047619046,17.164047619047626,17.311666666666667,17.005714285714287,1333.7761904761905,1332.2714285714287,1339.6142857142856,1325.7809523809524,0.05824965159514828,0.05111133127083689
2018-02-28,16.587052631578945,16.619210526315793,16.771315789473682,16.437894736842104,1332.5947368421052,1333.926315789474,1341.284210526316,1325.4105263157896,-0.03387380280423613,-0.0008857960147448107
2018-03-31,16.456095238095237,16.47333333333333,16.609999999999996,16.33928571428571,1326.9904761904763,1327.7523809523807,1334.290476190476,1320.409523809524,-0.00789515752993919,-0.004205525128299303
2018-04-30,16.64709523809524,16.640238095238097,16.770238095238096,16.486666666666668,1338.661904761905,1338.5857142857144,1345.409523809524,1330.909523809524,0.011606641626492609,0.008795412462141439
2018-05-31,16.491545454545452,16.47681818181818,16.59681818181818,16.360227272727272,1305.5227272727273,1305.4636363636364,1311.1681818181817,1299.3454545454545,-0.009343959491132536,-0.02475544973028254
2018-06-30,16.54247619047619,16.554761904761907,16.67452380952381,16.418095238095237,1283.8761904761905,1285.5238095238096,1289.6,1279.109523809524,0.00308829370001229,-0.01658074298082657
2018-07-31,15.726666666666668,15.754761904761903,15.852142857142853,15.612380952380953,1240.4809523809522,1242.1,1246.8952380952378,1234.1761904761902,-0.04931604642593945,-0.03380017358149068
2018-08-31,14.975260869565217,15.008565217391304,15.101608695652176,14.879,1206.308695652174,1207.2086956521737,1212.9913043478261,1200.491304347826,-0.04777908841255518,-0.027547586815572345
2018-09-30,14.27226315789474,14.265789473684208,14.387894736842105,14.14684210526316,1201.994736842105,1203.115789473684,1208.3105263157897,1196.857894736842,-0.046943937591044316,-0.0035761648951196934
2018-10-31,14.573086956521738,14.592826086956526,14.701739130434783,14.483478260869568,1217.386956521739,1217.4391304347828,1224.373913043478,1211.904347826087,0.021077512045494906,0.012805563292292321
2018-11-30,14.362857142857141,14.384285714285713,14.489999999999998,14.258095238095233,1222.4666666666667,1222.1523809523808,1227.8285714285714,1217.4142857142856,-0.014425894410141749,0.00417263394988332
2018-12-31,14.828999999999999,14.768750000000002,14.913499999999996,14.682750000000002,1256.9199999999996,1253.3600000000001,1260.805,1249.7049999999997,0.032454744380346234,0.02818345421824686
2019-01-31,15.659238095238095,15.634523809523811,15.745238095238093,15.532142857142858,1294.5000000000002,1293.7095238095237,1299.5476190476188,1288.8,0.05598746343233496,0.029898482003628324
2019-02-28,15.812842105263158,15.838421052631576,15.918157894736845,15.729210526315791,1322.136842105263,1322.7894736842109,1327.5105263157898,1316.8894736842103,0.009809162431202445,0.021349433839523257
2019-03-31,15.266333333333334,15.301904761904764,15.390476190476193,15.1947619047619,1301.8714285714286,1303.061904761905,1307.904761904762,1297.0142857142857,-0.034561071835905066,-0.015327773108239962
2019-04-30,15.026523809523807,15.043952380952382,15.113238095238097,14.935857142857142,1288.9,1289.7619047619048,1293.8857142857144,1284.0285714285717,-0.015708390389060467,-0.00996367866038994
2019-05-31,14.643636363636364,14.650681818181818,14.734545454545456,14.547045454545453,1285.9363636363635,1284.9454545454546,1290.8136363636363,1279.6954545454546,-0.025480773247420596,-0.002299353218742084
2019-06-30,15.017099999999996,15.007899999999998,15.144900000000002,14.9179,1363.44,1359.3350000000003,1372.205,1354.5849999999996,0.02550347653339924,0.060270195754067
2019-07-31,15.797227272727271,15.773181818181818,15.913863636363637,15.651363636363635,1418.409090909091,1418.9818181818182,1427.8363636363638,1409.1636363636362,0.05194926268901967,0.04031647223866908
2019-08-31,17.237409090909093,17.17409090909091,17.380454545454544,17.014318181818183,1511.8181818181815,1508.340909090909,1522.3499999999995,1497.440909090909,0.09116674675360192,0.06585483095657718
2019-09-30,18.151999999999997,18.247,18.441750000000003,17.932750000000002,1513.8000000000002,1515.25,1523.6350000000002,1503.2949999999998,0.053058490650619516,0.001310883944678709
2019-10-31,17.636347826086954,17.60195652173913,17.72391304347826,17.493695652173916,1497.6347826086956,1495.2608695652175,1504.0173913043475,1488.4478260869566,-0.028407457796002844,-0.010678568761596341
2019-11-30,17.15695,17.2089,17.279400000000003,17.0959,1472.3200000000002,1474.49,1478.6650000000002,1467.7999999999997,-0.02718237533157808,-0.016903174861230275
2019-12-31,17.187285714285714,17.172619047619044,17.274523809523807,17.082142857142856,1484.347619047619,1481.971428571429,1488.090476190476,1478.857142857143,0.001768129783307426,0.008169160948447995
2020-01-31,17.949047619047622,17.969476190476193,18.07661904761905,17.831619047619046,1562.5857142857142,1559.9571428571428,1568.7809523809524,1553.8190476190478,0.044321245217256555,0.05270874169508488
2020-02-29,17.84478947368421,17.94268421052632,18.022684210526315,17.740842105263155,1598.4578947368418,1600.5368421052628,1608.0526315789475,1587.6,-0.005808561410956092,0.022956936136796502
2020-03-31,14.9185,15.065,15.365909090909092,14.564772727272725,1596.859090909091,1601.5636363636365,1626.0454545454545,1571.840909090909,-0.16398565407564047,-0.001000216416719546
2020-04-30,15.293714285714286,15.247857142857143,15.528571428571427,15.052619047619046,1703.2666666666667,1699.695238095238,1722.6285714285714,1682.1190476190477,0.02515093915033595,0.06663554496658675
2020-05-31,16.5767,16.44,16.746250000000003,16.27825,1723.2699999999998,1722.2649999999999,1735.175,1709.0849999999998,0.08388973994918536,0.011744099573368638
2020-06-30,17.954590909090907,18.009772727272725,18.225227272727274,17.717045454545453,1743.8090909090906,1744.1499999999999,1757.1545454545455,1729.2454545454543,0.08312214789981764,0.011918672587053036
2020-07-31,20.94745454545455,20.75136363636363,21.336818181818185,20.353409090909093,1855.1727272727273,1849.2999999999995,1866.7409090909096,1838.3045454545454,0.1666907172386909,0.06386228684332651
